City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
180,Mackay,AU,2022-02-02 00:52:55,-21.15,149.2,92.68,58,40,9.22
181,Khatanga,RU,2022-02-02 01:06:49,71.9667,102.5,-37.68,99,20,2.37
182,Faanui,PF,2022-02-02 01:06:50,-16.4833,-151.75,80.94,76,11,19.86
183,Collie,AU,2022-02-02 01:06:51,-33.3667,116.15,66.97,41,60,13.89
184,Codrington,AU,2022-02-02 01:03:27,-38.2667,141.9667,59.92,52,100,13.89
185,Geraldton,AU,2022-02-02 01:06:51,-28.7667,114.6,91.81,22,0,29.93
186,Maragogi,BR,2022-02-02 01:03:03,-9.0122,-35.2225,78.8,79,19,6.29
187,Ilebo,CD,2022-02-02 01:02:02,-4.3167,20.5833,73.0,90,99,0.22
188,Norman Wells,CA,2022-02-02 01:06:52,65.282,-126.8329,-22.47,100,65,1.77
189,Ibra,OM,2022-02-02 01:04:14,22.6906,58.5334,65.55,31,5,1.43
190,The Valley,AI,2022-02-02 01:06:53,18.217,-63.0578,78.82,75,10,10.6
191,Cangzhou,CN,2022-02-02 01:06:53,38.3167,116.8667,27.72,34,0,2.93
192,Somerset East,ZA,2022-02-02 01:06:54,-32.7217,25.588,70.52,79,99,6.35
193,Kyzyl-Suu,KG,2022-02-02 01:06:54,42.3414,78.0056,16.34,56,1,10.27
194,Isangel,VU,2022-02-02 01:06:55,-19.55,169.2667,82.54,75,90,4.56
195,Touros,BR,2022-02-02 01:06:55,-5.1989,-35.4608,77.9,77,42,9.46
196,Dingle,PH,2022-02-02 01:06:56,10.9995,122.6711,79.77,81,100,10.47
197,Chapais,CA,2022-02-02 01:06:56,49.7834,-74.8492,19.18,84,100,18.92
198,Seminole,US,2022-02-02 01:04:35,28.7086,-81.2081,62.96,78,0,0.0
199,Hunterville,NZ,2022-02-02 01:06:57,-39.9333,175.5667,82.24,31,98,11.05
200,Vestmannaeyjar,IS,2022-02-02 01:02:00,63.4427,-20.2734,37.65,71,100,11.9
201,High Level,CA,2022-02-02 01:06:57,58.5169,-117.136,-21.39,98,34,2.53
202,Vostok,RU,2022-02-02 01:06:58,46.4856,135.8833,1.9,88,100,5.21
203,Ornskoldsvik,SE,2022-02-02 01:06:58,63.2909,18.7153,14.95,92,100,4.61
204,Hambantota,LK,2022-02-02 00:55:57,6.1241,81.1185,71.94,100,20,6.91
205,Chippewa Falls,US,2022-02-02 01:04:06,44.9369,-91.3929,15.39,65,0,14.97
206,Kongolo,CD,2022-02-02 01:06:59,-5.3833,27.0,69.75,95,100,1.95
207,Alice Springs,AU,2022-02-02 01:06:59,-23.7,133.8833,72.95,94,100,19.57
208,Lekoni,GA,2022-02-02 01:07:00,-1.5843,14.2591,78.22,66,100,4.36
209,Bambous Virieux,MU,2022-02-02 01:07:01,-20.3428,57.7575,80.22,91,100,30.04
210,Black Diamond,US,2022-02-02 01:07:01,47.3087,-122.0032,42.01,70,58,1.01
211,Nueve De Julio,AR,2022-02-02 01:07:02,-35.4444,-60.8831,70.93,62,4,6.91
212,Kodiak,US,2022-02-02 01:07:02,57.79,-152.4072,38.71,87,100,5.75
213,Ambositra,MG,2022-02-02 01:07:03,-20.5167,47.25,54.14,96,82,2.04
214,Nanortalik,GL,2022-02-02 01:07:04,60.1432,-45.2371,8.96,67,41,15.9
215,Putina,PE,2022-02-02 01:07:04,-15.4667,-69.4333,45.68,77,100,8.5
216,Andenes,NO,2022-02-02 01:02:22,69.3143,16.1194,24.78,63,62,14.97
217,Leningradskiy,RU,2022-02-02 01:06:51,69.3833,178.4167,-9.08,92,40,10.85
218,Padang,ID,2022-02-02 01:07:05,-0.9492,100.3543,75.25,82,100,4.38
219,Viransehir,TR,2022-02-02 01:07:06,37.2353,39.7631,39.0,86,99,5.93
220,La Rioja,ES,2022-02-02 01:07:06,42.25,-2.5,44.04,87,5,6.22
221,Blythe,US,2022-02-02 01:07:07,33.6103,-114.5964,64.85,13,20,12.66
222,Half Moon Bay,US,2022-02-02 01:08:07,37.4636,-122.4286,61.83,38,0,4.0
223,Petropavlovsk-Kamchatskiy,RU,2022-02-02 01:08:08,53.0452,158.6483,31.78,100,100,17.9
224,Shawinigan,CA,2022-02-02 01:07:27,46.5668,-72.7491,15.58,98,100,4.03
225,Goundam,ML,2022-02-02 01:07:19,16.4145,-3.6708,67.57,9,28,8.25
226,Bengkulu,ID,2022-02-02 01:08:08,-3.8004,102.2655,74.5,81,100,5.1
227,Ancud,CL,2022-02-02 01:08:05,-41.8697,-73.8203,59.43,94,100,5.37
228,Broome,US,2022-02-02 01:08:09,42.2506,-75.833,32.77,62,0,3.0
229,Suhbaatar,MN,2022-02-02 01:08:09,50.2314,106.2078,-17.18,100,93,2.53
230,Krasnoborsk,RU,2022-02-02 01:08:10,61.5598,45.934,24.89,96,100,6.42
231,Port-Cartier,CA,2022-02-02 01:08:10,50.0334,-66.8654,0.75,89,100,1.68
232,Jalu,LY,2022-02-02 01:08:11,29.0331,21.5482,54.21,37,3,11.32
233,Glazunovka,RU,2022-02-02 01:08:11,52.4986,36.3275,13.96,96,100,8.05
234,Ballina,AU,2022-02-02 01:08:12,-28.8667,153.5667,86.18,83,100,0.92
235,Ahuimanu,US,2022-02-02 01:08:12,21.4447,-157.8378,82.11,67,75,5.01
236,Egvekinot,RU,2022-02-02 01:08:13,66.3167,-179.1667,-4.97,85,66,18.9
237,Tuatapere,NZ,2022-02-02 01:05:33,-46.1333,167.6833,78.82,93,100,6.46
238,Parrita,CR,2022-02-02 01:08:14,9.5201,-84.3225,81.05,82,53,3.15
239,Zyryanka,RU,2022-02-02 01:08:14,65.75,150.85,-10.88,93,100,5.26
240,Lima,PE,2022-02-02 01:03:28,-12.0432,-77.0282,71.38,82,0,1.01
241,Biloela,AU,2022-02-02 01:08:14,-24.4167,150.5,88.09,48,100,7.96
242,Tuktoyaktuk,CA,2022-02-02 01:08:15,69.4541,-133.0374,-19.97,100,100,6.17
243,Katsuura,JP,2022-02-02 01:08:16,35.1333,140.3,44.71,39,0,18.7
244,Chokurdakh,RU,2022-02-02 01:08:16,70.6333,147.9167,-14.26,96,100,5.17
245,Bontang,ID,2022-02-02 01:08:16,0.1333,117.5,80.8,80,100,9.26
246,Longyearbyen,SJ,2022-02-02 01:08:17,78.2186,15.6401,22.84,63,40,2.3
247,La Jagua Del Pilar,CO,2022-02-02 01:08:18,10.5102,-73.071,78.24,60,0,5.86
248,Sergeyevka,KZ,2022-02-02 01:08:18,53.88,67.4158,8.76,89,100,9.01
249,Plouzane,FR,2022-02-02 01:08:19,48.3833,-4.6167,48.52,96,100,9.22
250,Alta Floresta,BR,2022-02-02 01:08:19,-9.8756,-56.0861,70.16,96,23,1.19
251,Itaituba,BR,2022-02-02 01:08:20,-4.2761,-55.9836,75.99,82,78,1.54
252,Anan,JP,2022-02-02 01:08:20,33.9167,134.65,44.28,53,10,13.04
253,Nome,US,2022-02-02 01:08:21,64.5011,-165.4064,19.47,53,0,34.52
