City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Severo-Kurilsk,RU,50.6789,156.125,30.87,94,96,27.6,light snow
347,Kawasaki,JP,35.5206,139.7172,46.22,46,40,12.66,scattered clouds
348,Buchanan,LR,5.8808,-10.0467,78.6,84,21,4.47,few clouds
349,Storsteinnes,NO,69.2408,19.2344,32.0,94,100,6.8,light snow
350,Tondi,IN,9.7333,79.0167,71.78,76,81,12.1,broken clouds
351,Honningsvag,NO,70.9821,25.9704,28.4,81,100,27.87,overcast clouds
352,Tumpat,MY,6.1978,102.171,77.94,94,40,0.0,scattered clouds
353,Vanavara,RU,60.34,102.2797,-28.91,99,30,2.53,scattered clouds
354,Altay,CN,47.8667,88.1167,4.17,74,95,6.22,overcast clouds
355,Nushki,PK,29.5542,66.0215,46.33,51,0,0.58,clear sky
356,Bermeo,ES,43.4209,-2.7215,55.6,75,5,8.01,clear sky
357,Buin,CL,-33.7333,-70.75,79.74,51,9,3.58,clear sky
358,Pringsewu,ID,-5.3582,104.9744,74.62,95,100,0.76,overcast clouds
359,Rafai,CF,4.95,23.9167,66.38,32,87,2.1,overcast clouds
360,Haines Junction,CA,60.7522,-137.5108,40.95,48,13,11.5,few clouds
361,Sampit,ID,-2.5333,112.95,75.78,93,100,2.08,overcast clouds
362,Touros,BR,-5.1989,-35.4608,81.5,71,6,13.22,clear sky
363,Walvis Bay,NA,-22.9575,14.5053,71.1,88,24,4.61,few clouds
364,Yenagoa,NG,4.9247,6.2642,77.79,83,1,3.44,clear sky
365,Faanui,PF,-16.4833,-151.75,81.32,76,52,18.45,broken clouds
366,Milledgeville,US,33.0801,-83.2321,48.47,82,0,1.28,clear sky
367,Kuliyapitiya,LK,7.4688,80.0401,73.08,75,100,5.64,overcast clouds
368,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.05,99,100,2.53,overcast clouds
369,Richards Bay,ZA,-28.783,32.0377,67.42,93,0,3.51,clear sky
370,Mariinsk,RU,56.2139,87.7472,-12.8,97,8,6.08,clear sky
371,Verkhoyansk,RU,67.5447,133.385,-43.19,98,96,1.23,overcast clouds
372,Johnstown,US,40.3267,-78.922,30.15,70,20,10.36,few clouds
373,Changji,CN,44.0167,87.3167,3.99,85,72,4.47,mist
374,Trelew,AR,-43.249,-65.3051,63.25,57,10,18.32,clear sky
375,Pisco,PE,-13.7,-76.2167,71.02,83,0,4.61,clear sky
376,Rockland,US,41.1668,-74.0496,35.83,73,10,1.01,clear sky
377,Shulan,CN,44.4167,126.95,17.46,79,14,5.84,few clouds
378,Havoysund,NO,70.9963,24.6622,27.48,82,100,14.38,overcast clouds
379,Tual,ID,-5.6667,132.75,82.31,80,100,10.8,overcast clouds
380,Kasese,UG,0.1833,30.0833,73.04,58,100,1.92,overcast clouds
381,Waipawa,NZ,-41.4122,175.5153,73.45,75,100,7.92,overcast clouds
382,Tyler,US,32.3513,-95.3011,58.69,36,0,6.91,clear sky
383,Xiamen,CN,24.4798,118.0819,57.25,72,100,8.95,overcast clouds
384,Marawi,PH,7.9986,124.2928,74.16,80,100,3.87,overcast clouds
385,Carauari,BR,-4.8828,-66.8958,73.29,99,100,1.97,overcast clouds
386,Nhulunbuy,AU,-12.2333,136.7667,86.61,70,75,10.36,broken clouds
387,Juneau,US,58.3019,-134.4197,43.21,96,100,16.11,light rain
388,Bani,DO,18.2833,-70.3333,74.01,83,6,7.2,clear sky
389,Kaeo,NZ,-35.1,173.7833,75.33,96,31,10.36,scattered clouds
390,Ostrovnoy,RU,68.0531,39.5131,15.62,86,99,20.0,overcast clouds
391,Lavrentiya,RU,65.5833,-171.0,-21.84,94,33,12.24,scattered clouds
392,Sitka,US,57.0531,-135.33,42.69,87,100,11.5,light rain
393,Namatanai,PG,-3.6667,152.4333,85.08,67,76,7.9,broken clouds
394,Tahoua,NE,14.8888,5.2692,67.84,9,0,11.9,clear sky
395,Mareeba,AU,-17.0,145.4333,85.48,69,9,4.52,clear sky
396,Maningrida,AU,-12.0667,134.2667,85.68,70,100,2.86,overcast clouds
397,San Policarpo,PH,12.1791,125.5072,81.77,71,92,15.01,overcast clouds
398,Qasigiannguit,GL,68.8193,-51.1922,-5.55,72,100,10.47,overcast clouds
399,Saint-Joseph,RE,-21.3667,55.6167,73.78,83,73,8.57,broken clouds
400,Champerico,GT,14.3,-91.9167,78.04,70,71,3.58,broken clouds
401,Guatire,VE,10.4762,-66.5427,70.65,97,99,3.51,overcast clouds
402,Wielun,PL,51.221,18.5696,41.9,92,100,13.4,overcast clouds
403,Linjiang,CN,41.8069,126.9078,16.74,75,9,1.63,clear sky
404,Batagay-Alyta,RU,67.8006,130.4114,-30.96,95,84,3.78,broken clouds
405,Kabalo,CD,-6.05,26.9167,68.22,97,95,0.58,light rain
406,Xiongzhou,CN,25.1167,114.3,42.76,90,100,3.94,overcast clouds
407,Weston,US,26.1004,-80.3998,69.82,84,100,11.5,overcast clouds
408,Vila Velha,BR,-20.3297,-40.2925,78.94,87,20,9.22,few clouds
409,Merrill,US,45.1805,-89.6835,30.58,69,0,0.0,clear sky
410,Arlit,NE,18.7369,7.3853,65.75,9,0,6.8,clear sky
411,Nemuro,JP,43.3236,145.575,23.43,64,4,14.47,clear sky
412,Tagusao,PH,9.1924,117.8141,82.18,69,100,5.19,overcast clouds
413,Malanje,AO,-9.5402,16.341,61.57,91,100,4.23,overcast clouds
414,Choya,RU,52.0108,86.5467,13.33,97,100,0.6,light snow
415,Anloga,GH,5.7947,0.8973,82.62,82,14,8.43,few clouds
416,Ternuvate,UA,47.8305,36.1276,31.48,97,100,14.05,light snow
417,Bundaberg,AU,-24.85,152.35,80.89,47,4,9.22,clear sky
418,San Matias,BO,-16.3667,-58.4,73.69,92,85,2.51,overcast clouds
419,Ahipara,NZ,-35.1667,173.1667,81.48,64,9,12.68,clear sky
420,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.13,29,89,1.12,overcast clouds
421,Pervomayskiy,RU,53.2485,40.2871,30.13,95,100,7.58,overcast clouds
422,Auka,HN,14.9333,-83.8333,80.49,88,8,5.08,clear sky
423,Necochea,AR,-38.5473,-58.7368,68.04,70,100,10.4,overcast clouds
424,Sao Miguel,BR,-5.4667,-35.3667,82.72,72,4,13.65,clear sky
425,Baffa,PK,34.4378,73.2194,44.2,65,97,5.64,overcast clouds
426,Tazmalt,DZ,36.3868,4.3989,46.13,81,0,2.53,clear sky
427,Tarabuco,BO,-19.1667,-64.9167,48.06,75,100,5.68,overcast clouds
428,Conde,BR,-7.2597,-34.9075,80.06,78,20,6.91,few clouds
429,Tema,GH,5.667,-0.0166,82.81,83,20,8.05,few clouds
430,Jagdalpur,IN,19.0667,82.0333,57.96,42,14,4.23,few clouds
431,Udachnyy,RU,66.4167,112.4,-15.56,75,93,3.04,overcast clouds
432,Margate,GB,51.3813,1.3862,49.96,82,100,5.99,overcast clouds
433,Tura,IN,25.5198,90.2201,52.75,73,1,2.95,clear sky
434,Dubbo,AU,-32.25,148.6167,82.53,32,52,6.91,broken clouds
435,Greenwood,US,34.1668,-82.1165,46.87,77,0,4.61,clear sky
436,Marsh Harbour,BS,26.5412,-77.0636,74.07,74,0,4.14,clear sky
437,Pacific Grove,US,36.6177,-121.9166,73.35,62,0,8.01,clear sky
438,Kinablangan,PH,7.6947,126.5503,80.42,78,100,4.41,overcast clouds
439,Goundam,ML,16.4145,-3.6708,67.51,9,0,9.57,clear sky
440,Chukhloma,RU,58.7525,42.6825,26.47,98,100,4.38,light snow
441,Usevya,TZ,-7.1,31.2333,65.46,95,100,0.81,overcast clouds
442,Vestmannaeyjar,IS,63.4427,-20.2734,35.78,73,89,13.91,overcast clouds
443,Gizo,SB,-8.103,156.8419,82.94,78,98,12.37,moderate rain
444,Qaqortoq,GL,60.7167,-46.0333,1.9,74,10,7.18,clear sky
445,Jacareacanga,BR,-6.2222,-57.7528,74.55,98,88,0.54,overcast clouds
446,Hyeres,FR,43.1167,6.1167,45.73,93,0,2.3,clear sky
447,Galle,LK,6.0367,80.217,78.75,74,100,7.38,overcast clouds
448,Varhaug,NO,58.6147,5.6457,44.89,79,100,22.55,overcast clouds
449,Aksu,CN,41.1231,80.2644,27.54,56,100,1.21,overcast clouds
450,Wamba,NG,8.9333,8.6,72.82,19,33,4.68,scattered clouds
451,Bolu,TR,40.6667,31.5833,30.85,98,100,6.04,light snow
452,Bilibino,RU,68.0546,166.4372,-21.95,79,19,0.76,few clouds
453,Crotone,IT,39.0851,17.1178,39.29,55,3,22.66,clear sky
454,Flinders,AU,-34.5833,150.8552,85.37,51,0,11.99,clear sky
455,Nassau,US,40.7507,-73.5829,37.06,63,0,11.5,clear sky
456,Trairi,BR,-3.2778,-39.2689,79.14,79,47,9.04,scattered clouds
457,Iranshahr,IR,27.2025,60.6848,50.34,32,0,6.91,clear sky
458,Sao Filipe,CV,14.8961,-24.4956,72.57,73,2,1.01,clear sky
459,Birao,CF,10.2849,22.7882,64.22,17,5,5.75,clear sky
460,Broome,US,42.2506,-75.833,27.37,74,100,8.05,overcast clouds
461,Peleduy,RU,59.6289,112.7406,-10.01,98,100,2.39,overcast clouds
462,Cap Malheureux,MU,-19.9842,57.6142,75.69,81,100,4.0,overcast clouds
463,Saint Anthony,US,45.0205,-93.218,39.34,67,75,17.27,broken clouds
464,San Cristobal,VE,7.7669,-72.225,73.58,88,45,2.42,scattered clouds
465,Vicuna,CL,-30.0319,-70.7081,73.78,57,6,0.87,clear sky
466,Medina,SA,24.4686,39.6142,68.43,21,0,9.22,clear sky
467,Agadir,MA,30.4202,-9.5982,64.85,36,2,10.22,clear sky
468,Mount Isa,AU,-20.7333,139.5,87.57,48,0,9.22,clear sky
469,Maua,BR,-23.6678,-46.4614,69.37,87,78,6.62,broken clouds
470,Sayat,TM,38.7839,63.8803,30.07,46,8,7.49,clear sky
471,Kosh-Agach,RU,50.0,88.6667,-24.61,89,96,1.68,overcast clouds
472,Galda De Jos,RO,46.1833,23.6167,32.45,76,88,7.18,overcast clouds
473,Taoudenni,ML,22.6783,-3.9836,66.67,13,0,13.58,clear sky
474,Aklavik,CA,68.2191,-135.0107,-34.6,67,40,4.61,scattered clouds
475,Brae,GB,60.3964,-1.353,40.91,73,98,32.66,overcast clouds
476,Uray,RU,60.1247,64.7758,-2.2,99,82,5.7,broken clouds
477,Vredendal,ZA,-31.6683,18.5012,64.02,83,1,5.55,clear sky
478,College,US,64.8569,-147.8028,6.75,71,75,4.61,broken clouds
479,Montpellier,FR,43.6109,3.8772,38.68,56,75,3.44,broken clouds
480,Tautira,PF,-17.7333,-149.15,86.02,79,75,18.54,light rain
481,Oussouye,SN,12.485,-16.5469,73.58,59,0,7.0,clear sky
482,Lashio,MM,22.9333,97.75,47.95,65,0,1.54,clear sky
483,Andenes,NO,69.3143,16.1194,31.98,86,40,17.27,scattered clouds
484,Suez,EG,29.9737,32.5263,57.51,32,5,2.42,clear sky
485,Taltal,CL,-25.4,-70.4833,67.01,77,3,5.19,clear sky
486,Puerto Carreno,CO,6.189,-67.4859,77.27,83,100,7.9,overcast clouds
487,Ginir,ET,7.1333,40.7,56.39,51,17,3.02,few clouds
488,Raga,SS,8.4596,25.678,66.49,20,6,3.87,clear sky
489,Isangel,VU,-19.55,169.2667,78.67,92,100,36.06,overcast clouds
490,Lenoir,US,35.2335,-77.6497,42.91,83,0,0.0,clear sky
491,Sioux Lookout,CA,50.1001,-91.917,28.78,93,100,8.05,overcast clouds
492,Weatherford,US,32.7593,-97.7972,62.26,30,7,9.28,clear sky
493,Uruzgan,AF,32.8333,66.0,31.59,56,0,8.48,clear sky
494,Kerrobert,CA,51.9168,-109.1348,35.8,87,50,9.33,scattered clouds
495,Murray Bridge,AU,-35.1167,139.2667,75.69,51,12,9.46,few clouds
496,Iisalmi,FI,63.5592,27.1907,26.62,95,100,7.96,overcast clouds
497,Mokhsogollokh,RU,61.4681,128.9203,-26.36,97,92,0.6,overcast clouds
498,Ejura,GH,7.3856,-1.3562,77.0,45,33,4.34,scattered clouds
499,Jimo,CN,36.3897,120.4622,28.18,86,100,2.24,mist
500,Oga,IT,46.4631,10.347,38.48,38,1,2.82,clear sky
501,Maputo,MZ,-25.9653,32.5892,75.22,83,40,4.61,scattered clouds
502,Morros,BR,-9.4467,-46.3003,75.58,79,87,1.72,overcast clouds
503,Sept-Iles,CA,50.2001,-66.3821,24.06,92,100,8.05,overcast clouds
504,Monrovia,LR,6.3005,-10.7969,79.68,82,22,8.19,few clouds
505,Erenhot,CN,43.6475,111.9767,9.73,77,20,10.49,few clouds
506,Moundou,TD,8.5667,16.0833,74.97,16,52,5.64,broken clouds
507,Dakar,SN,14.6937,-17.4441,74.28,88,0,6.91,clear sky
508,Opuwo,NA,-18.0607,13.84,66.25,60,11,6.53,few clouds
509,Gimli,CA,50.6336,-96.9907,35.44,93,100,8.05,overcast clouds
510,Cascais,PT,38.6979,-9.4215,56.05,63,0,5.01,clear sky
511,Yarada,IN,17.65,83.2667,66.52,100,20,2.3,mist
512,Port Lincoln,AU,-34.7333,135.8667,69.17,59,100,9.31,overcast clouds
513,Brunswick,US,41.2381,-81.8418,27.25,70,7,5.99,clear sky
514,Angoche,MZ,-16.2325,39.9086,75.47,93,97,5.21,light rain
515,Laurinburg,US,34.7741,-79.4628,44.02,84,0,0.0,clear sky
516,Cuiluan,CN,47.72,128.648,11.05,85,99,2.21,overcast clouds
517,Point Pedro,LK,9.8167,80.2333,77.5,66,52,14.27,broken clouds
518,Pizhanka,RU,57.4604,48.542,20.1,95,100,11.92,light snow
519,Verkhnevilyuysk,RU,63.4453,120.3167,-34.49,100,99,1.25,overcast clouds
520,Dawei,MM,14.0833,98.2,74.97,62,21,3.42,few clouds
521,Landeck,AT,47.1301,10.5636,38.32,53,7,6.85,clear sky
522,Omidiyeh,IR,30.7597,49.705,47.95,43,0,7.92,clear sky
523,Aykhal,RU,66.0,111.5,-17.59,98,100,4.36,overcast clouds
524,Mugur-Aksy,RU,50.35,90.5,-8.37,88,83,6.11,broken clouds
525,Rio Gallegos,AR,-51.6226,-69.2181,59.05,38,0,11.5,clear sky
526,Asfi,MA,32.2994,-9.2372,63.45,50,0,8.46,clear sky
527,Kinshasa,CD,-4.3246,15.3215,79.18,83,75,6.91,light rain
528,Naze,JP,28.3667,129.4833,58.12,69,87,9.98,overcast clouds
529,Port Moresby,PG,-9.4431,147.1797,89.02,58,20,5.75,haze
530,La Ronge,CA,55.1001,-105.2842,14.25,73,75,11.5,broken clouds
531,Abeche,TD,13.8292,20.8324,61.47,14,0,8.41,clear sky
532,Takoradi,GH,4.8845,-1.7554,78.31,86,21,6.6,few clouds
533,Linkoping,SE,58.4109,15.6216,37.38,84,90,11.5,overcast clouds
534,Kuala Terengganu,MY,5.3302,103.1408,76.95,100,40,1.14,scattered clouds
535,Deputatskiy,RU,69.3,139.9,-35.59,96,86,5.84,overcast clouds
536,Merauke,ID,-8.4667,140.3333,82.81,78,100,5.28,overcast clouds
537,Berlevag,NO,70.8578,29.0864,22.95,85,99,19.1,overcast clouds
538,Zhuhai,CN,22.2769,113.5678,61.99,77,40,12.66,scattered clouds
539,Hazorasp,UZ,41.3194,61.0742,31.84,88,100,8.01,overcast clouds
540,Mabaruma,GY,8.2,-59.7833,72.34,96,31,3.27,scattered clouds
541,Caraquet,CA,47.7941,-64.9386,32.54,97,100,19.3,snow
542,Chumphon,TH,10.3333,98.8333,73.51,83,16,1.97,few clouds
543,Port Keats,AU,-14.25,129.55,86.81,70,13,6.06,few clouds
544,Grafton,US,42.207,-71.6856,36.55,74,100,10.36,overcast clouds
545,Pokhara,NP,28.2333,83.9833,51.3,61,90,2.53,overcast clouds
546,Keti Bandar,PK,24.1447,67.4497,68.65,61,0,8.84,clear sky
547,Carbonia,IT,39.1672,8.5222,39.0,66,0,3.33,clear sky
548,Kamenka,RU,51.3223,42.7678,32.76,94,100,13.62,overcast clouds
549,Usak,TR,38.5,29.4167,32.7,93,100,9.08,light snow
550,Rorvik,NO,64.8621,11.2373,40.26,65,100,29.82,light rain
551,Kokoda,PG,-8.8785,147.7407,88.77,57,77,4.5,broken clouds
552,Pyaozerskiy,RU,65.8333,31.1667,18.14,96,100,5.93,overcast clouds
553,Aruja,BR,-23.3961,-46.3208,69.12,82,75,5.75,broken clouds
554,Baruun-Urt,MN,46.6806,113.2792,-0.27,94,78,1.48,broken clouds
555,Bukachacha,RU,52.9833,116.9167,-0.02,94,99,3.04,overcast clouds
556,Teya,RU,60.3778,92.6267,-24.93,100,39,1.12,scattered clouds
557,Nanakuli,US,21.3906,-158.1547,82.35,54,0,12.66,clear sky
558,Mondolfo,IT,43.7494,13.0979,50.41,49,0,4.54,clear sky
559,Srednekolymsk,RU,67.45,153.6833,-36.96,96,71,5.32,broken clouds
560,Mihona,IN,26.2844,78.9817,55.18,73,4,7.36,clear sky
561,Leua,SK,48.2156,18.6071,44.44,85,100,10.78,overcast clouds
562,Honiara,SB,-9.4333,159.95,80.71,87,97,7.49,overcast clouds
563,Helena,US,46.5927,-112.0361,44.42,44,100,21.85,overcast clouds
564,Todos Santos,MX,23.45,-110.2167,75.79,64,6,3.24,clear sky
565,Henties Bay,NA,-22.116,14.2845,70.86,87,46,7.49,light rain
566,Sabzevar,IR,36.2126,57.6819,37.89,49,0,4.43,clear sky
567,Vestmanna,FO,62.1564,-7.1664,34.72,69,75,20.71,light snow
568,Sabratah,LY,32.7933,12.4885,56.14,56,100,11.59,overcast clouds
569,Vostok,RU,46.4856,135.8833,8.89,88,90,2.59,overcast clouds
570,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,39,0,17.27,clear sky
571,Omboue,GA,-1.5746,9.2618,77.49,88,95,6.02,light rain
572,Bulawayo,ZW,-20.15,28.5833,61.56,72,2,4.14,clear sky
573,Evensk,RU,61.95,159.2333,-2.33,74,4,5.35,clear sky
574,Velsk,RU,61.0701,42.0983,22.69,96,98,6.02,overcast clouds
575,Menongue,AO,-14.6585,17.691,63.1,99,100,5.84,light rain
576,Fort Morgan,US,40.2503,-103.8,42.22,48,0,9.22,clear sky
577,Sawang Daen Din,TH,17.4753,103.4575,76.06,70,15,8.9,few clouds
578,Fengzhen,CN,40.4394,113.1536,20.1,58,55,4.12,broken clouds
579,Xinqing,CN,48.2333,129.5,11.84,84,100,1.19,overcast clouds
580,Flin Flon,CA,54.7682,-101.865,15.64,79,100,16.11,overcast clouds
581,Dalbandin,PK,28.8947,64.4101,49.32,38,0,4.65,clear sky
582,Makat,KZ,47.6469,53.3463,25.32,89,59,7.7,broken clouds
583,Tateyama,JP,34.9833,139.8667,47.1,62,100,14.56,overcast clouds
584,Baykalovo,RU,57.3981,63.7684,3.94,100,96,5.75,overcast clouds
585,Agadez,NE,19.75,10.25,58.55,13,0,3.02,clear sky
586,Paarl,ZA,-33.7338,18.9752,63.99,77,10,1.16,clear sky
587,Mpanda,TZ,-6.3655,31.0409,63.93,95,100,1.59,overcast clouds
588,Severobaykalsk,RU,55.65,109.3167,3.2,85,100,5.57,overcast clouds
589,Shevchenkove,UA,49.6959,37.1735,31.78,97,100,12.97,light snow
590,Morrinhos,BR,-17.7311,-49.0994,67.28,97,100,2.95,overcast clouds
591,Bahia Blanca,AR,-38.7196,-62.2724,75.99,35,98,9.26,overcast clouds
592,Umba,RU,66.6871,34.3429,16.86,96,100,8.08,overcast clouds
593,Hovd,MN,48.0056,91.6419,-12.89,80,99,1.72,overcast clouds
594,Aripuana,BR,-9.1667,-60.6333,72.61,98,100,0.34,overcast clouds
595,Bloomingdale,US,27.8936,-82.2404,55.15,96,100,5.75,moderate rain
596,Te Anau,NZ,-45.4167,167.7167,68.25,64,100,0.85,overcast clouds
597,Gualaquiza,EC,-3.4,-78.55,64.22,98,98,1.43,overcast clouds
598,Roebourne,AU,-20.7833,117.1333,87.42,61,6,4.18,clear sky
599,Churapcha,RU,62.0025,132.4325,-20.06,97,100,2.06,overcast clouds
600,Cuamba,MZ,-14.8031,36.5372,67.53,97,100,0.16,overcast clouds
601,Camopi,GF,3.1655,-52.3158,72.05,99,74,2.37,broken clouds
602,Mackay,AU,-21.15,149.2,86.68,57,0,8.05,clear sky
603,Mogok,MM,22.9167,96.5,50.43,49,6,2.24,clear sky
604,Ponta Delgada,PT,37.7333,-25.6667,57.51,76,20,5.75,few clouds
605,Zhoucheng,CN,35.9122,116.3117,41.02,54,100,5.91,overcast clouds
606,Nalut,LY,30.3333,10.85,45.72,76,3,12.66,clear sky
607,Marivan,IR,35.5219,46.176,26.19,86,91,5.79,overcast clouds
608,Dingtao,CN,35.0683,115.5625,37.18,62,100,7.09,overcast clouds
609,De-Kastri,RU,51.4667,140.7833,11.62,86,100,15.64,overcast clouds
610,Samarai,PG,-10.6167,150.6667,82.33,77,87,7.07,overcast clouds
611,Camacupa,AO,-12.0167,17.4833,61.09,97,100,1.59,overcast clouds
612,Lucapa,AO,-8.4192,20.7447,64.22,95,92,2.46,overcast clouds
613,Kampong Chhnang,KH,12.1667,104.55,80.06,65,53,5.26,broken clouds
614,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.39,93,100,19.57,overcast clouds
615,Askarovo,RU,53.3372,58.5089,-2.9,84,100,8.95,overcast clouds
616,Danville,US,36.586,-79.395,40.57,69,0,3.44,clear sky
617,Cilegon,ID,-6.0174,106.0538,78.69,83,100,4.32,overcast clouds
618,Beringovskiy,RU,63.05,179.3167,-14.3,85,2,14.14,clear sky
619,Sancti Spiritus,CU,21.9297,-79.4425,73.09,80,36,3.51,light rain
620,Novaya Bryan,RU,51.7159,108.2691,-5.03,100,78,1.63,broken clouds
621,Zyryanovsk,KZ,49.7386,84.2719,2.05,96,100,0.25,overcast clouds
622,Coffeyville,US,37.0373,-95.6164,57.06,46,0,6.91,clear sky
623,Shihezi,CN,44.3,86.0333,3.42,92,100,3.89,overcast clouds
624,Mexico,PH,15.0646,120.7198,81.14,58,30,10.2,scattered clouds
625,Williams Lake,CA,52.1415,-122.1445,36.97,85,100,9.22,moderate rain
626,Ojinaga,MX,29.5667,-104.4167,61.75,23,0,0.0,clear sky
627,Constitucion,CL,-35.3333,-72.4167,60.3,89,25,15.64,scattered clouds
628,Abha,SA,18.2164,42.5053,53.42,66,0,0.0,clear sky
629,Floro,NO,61.5996,5.0328,39.24,87,75,18.41,broken clouds
630,Caravelas,BR,-17.7125,-39.2481,77.31,91,18,6.08,few clouds
631,Santa Isabel,BR,-23.3156,-46.2214,69.37,96,95,4.59,overcast clouds
632,Kandrian,PG,-6.2167,149.55,89.56,57,86,8.52,overcast clouds
633,Catamarca,AR,-28.4696,-65.7852,74.64,62,2,12.48,clear sky
634,Rundu,NA,-17.9333,19.7667,66.13,77,16,3.62,few clouds
635,Senneterre,CA,48.3835,-77.2328,19.62,99,100,2.71,overcast clouds
636,Stilfontein,ZA,-26.8449,26.7683,63.46,63,5,3.85,clear sky
637,Husavik,IS,66.0449,-17.3389,28.31,96,100,23.91,snow
638,Panama City,PA,8.9936,-79.5197,82.35,65,20,14.97,few clouds
639,Dickson,US,36.077,-87.3878,50.94,55,20,5.75,few clouds
640,Gandevi,IN,20.8167,72.9833,64.29,92,8,5.26,clear sky
641,Yaransk,RU,57.3033,47.8861,21.87,95,100,11.41,light snow
642,Mayahi,NE,13.9553,7.6712,64.98,9,38,10.56,scattered clouds
643,Yuncheng,CN,35.0231,110.9928,33.4,64,100,2.57,overcast clouds
644,Kupang,ID,-10.1667,123.5833,82.9,73,95,2.86,overcast clouds
645,Navalmoral De La Mata,ES,39.8916,-5.5406,54.95,63,0,3.4,clear sky
646,Mayumba,GA,-3.432,10.6554,77.54,90,100,4.94,overcast clouds
647,Brekstad,NO,63.687,9.6654,38.01,93,75,28.77,light rain
648,Plettenberg Bay,ZA,-34.0527,23.3716,65.8,69,19,5.66,few clouds
649,Valle De Allende,MX,26.9333,-105.4,50.29,24,0,10.65,clear sky
650,Zhongshu,CN,24.5167,103.7667,44.73,95,86,3.94,overcast clouds
651,Kathmandu,NP,27.7167,85.3167,43.02,100,75,2.3,mist
652,Labrea,BR,-7.2586,-64.7981,73.8,99,100,0.56,overcast clouds
653,Colares,PT,38.7992,-9.4469,55.89,63,0,5.01,clear sky
654,Canavieiras,BR,-15.675,-38.9472,76.62,89,8,3.98,clear sky
655,Mehamn,NO,71.0357,27.8492,20.1,88,100,13.8,overcast clouds
656,Muyezerskiy,RU,63.9333,31.65,22.59,94,100,8.7,overcast clouds
657,Jawa,JO,31.8525,35.9393,44.91,61,0,0.0,clear sky
658,Ust-Kuyga,RU,70.0167,135.6,-41.49,100,94,8.72,overcast clouds
659,Brantford,CA,43.1334,-80.2664,25.23,94,13,6.67,few clouds
660,Port-Gentil,GA,-0.7193,8.7815,80.51,81,100,10.89,light rain
661,Pangoa,PE,-12.1167,-73.0,67.73,94,19,2.3,few clouds
662,Inhambane,MZ,-23.865,35.3833,71.02,92,0,5.55,clear sky
663,Russell,US,32.3502,-85.1999,53.2,63,0,0.0,clear sky
664,Kemijarvi,FI,66.7131,27.4306,19.8,96,100,5.97,overcast clouds
665,Padang,ID,-0.9492,100.3543,75.25,76,100,5.23,overcast clouds
666,Tungor,RU,53.3808,142.9564,17.56,93,100,17.25,light snow
667,Ucluelet,CA,48.9329,-125.5528,46.09,93,100,1.01,overcast clouds
668,Capitao Poco,BR,-1.7464,-47.0594,72.7,97,87,3.91,overcast clouds
669,Whitehorse,CA,60.7161,-135.0538,36.37,69,20,17.27,few clouds
670,Palmer,US,42.1584,-72.3287,34.97,66,40,5.75,scattered clouds
671,Kangema,KE,-0.6833,36.9667,55.8,76,42,4.36,scattered clouds
672,Guiglo,CI,6.5456,-7.4966,72.97,78,100,3.13,overcast clouds
673,Topolobampo,MX,25.6,-109.05,64.99,58,1,12.08,clear sky
674,Kumburgaz,TR,41.0211,28.4772,42.57,70,100,26.62,overcast clouds
675,Farafangana,MG,-22.8167,47.8333,76.87,93,81,9.86,light rain
676,Puri,IN,19.8,85.85,64.92,70,0,2.62,clear sky
677,Neiafu,TO,-18.65,-173.9833,77.68,88,100,8.05,overcast clouds
678,Kavarna,BG,43.4333,28.3333,33.08,82,2,19.3,clear sky
679,Makakilo City,US,21.3469,-158.0858,80.92,54,0,12.66,clear sky
680,Atbasar,KZ,51.8,68.3333,6.85,93,100,8.19,overcast clouds
681,Olafsvik,IS,64.8945,-23.7142,30.65,74,100,38.43,overcast clouds
682,Utete,TZ,-7.986,38.758,71.92,98,100,0.76,overcast clouds
683,Manokwari,ID,-0.8667,134.0833,82.58,69,100,1.01,overcast clouds
684,Atikokan,CA,48.7555,-91.6216,32.79,98,100,7.96,light snow
685,Cap-Haitien,HT,19.7578,-72.2042,77.86,74,5,2.82,clear sky
686,Luanda,AO,-8.8368,13.2343,73.4,94,20,4.61,few clouds
687,Karpogory,RU,64.0019,44.4451,17.69,93,98,8.34,overcast clouds
688,Laurel,US,39.0993,-76.8483,39.25,59,0,3.44,clear sky
689,Kidal,ML,18.4411,1.4078,67.24,9,0,7.67,clear sky
690,Bubaque,GW,11.2833,-15.8333,77.7,69,4,7.29,clear sky
